ID,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
895882,2014-08-01,present,technical support engineer,Bangalore,f,1992-01-12,93.6,state board,2010,69.8,state board,15578,2,B.Tech/B.E.,computer science & engineering,68.57,15578,0,Karnataka,2014,605,485,650,0.953899775079926,365,-1,530,-1,-1,-1,-1,0.5591,1.0449,0.3174,1.2869,0.6721,115000
390591,2012-05-01,2015-03-01 00:00:00,design engineer, Pune,m,1991-04-06,70.0,kolhapur,2008,68.67,kolhapur,7495,2,B.Tech/B.E.,mechanical engineering,56.36,7495,0,Maharashtra,2012,415,535,425,0.714529363243447,-1,-1,-1,435,-1,-1,-1,1.7852,1.9048,1.3977,0.2679,-0.6035,180000
716336,2014-02-01,2015-07-01 00:00:00,system engineer,Hyderabad,m,1991-04-18,81.5,state board,2012,89.0,state board,3026,2,B.Tech/B.E.,electronics and communication engineering,69.2,3026,1,Telangana,2013,395,500,530,0.960603251997053,335,466,-1,-1,-1,-1,-1,1.4208,0.3789,0.9322,1.4136,0.2889,400000
1247341,2014-06-01,present,sap analyst,Bangalore,m,1991-08-03,90.4,cbse,2009,83.6,cbse,1570,2,B.Tech/B.E.,electrical engineering,76.4,1570,0,Assam,2013,675,570,645,0.984661887783942,635,-1,-1,-1,612,-1,-1,0.2718,0.2124,0.4711,-1.5021,-0.0943,360000
352852,2012-06-01,2014-11-01 00:00:00,hr manager,Pondicherry,f,1991-02-06,73.0,matriculation,2008,71.0,hsc,9481,2,B.Tech/B.E.,electronics and electrical engineering,73.4,9481,0,Tamil Nadu,2012,575,385,335,0.538386892985096,285,333,-1,-1,-1,-1,-1,0.2782,1.1248,-0.344,-0.7015,0.5024,300000
338428,2013-09-01,present,software engineer,Bangalore,m,1991-02-28,86.6,cbse,2009,75.0,cbse,11637,2,B.Tech/B.E.,computer science & engineering,74.0,11637,0,Madhya Pradesh,2013,505,545,565,0.356536487724475,475,-1,346,-1,-1,-1,-1,-2.5039,0.0328,0.3817,0.26793,0.5024,390000
637306,2015-02-01,present,research analyst,Hyderabad,m,1989-02-11,69.0,state board,2009,87.0,state board,1428,2,B.Tech/B.E.,aeronautical engineering,60.0,1428,1,Telangana,2013,310,400,455,0.130441735719574,-1,-1,-1,286,-1,-1,-1,-1.0208,-0.7866,-0.7585,1.6672,-3.735,145000
1160213,2015-03-01,present,java software engineer,Bangalore,m,1991-06-24,72.6,cbse,2008,71.4,cbse,7557,2,B.Tech/B.E.,information technology,67.0,7557,1,Delhi,2014,685,595,690,0.842248322257836,575,-1,469,-1,-1,-1,-1,-2.7443,-0.2871,-0.2974,1.2869,-2.2021,320000
405740,2013-01-01,present,software engineer,-1,m,1991-09-17,88.0,cbse,2008,80.0,cbse,186,2,B.Tech/B.E.,computer engineering,78.0,186,0,Haryana,2012,455,684,635,0.974396112538398,615,-1,-1,-1,-1,-1,-1,1.1283,-0.6693,0.0552,-2.0529,-0.9194,480000
1233826,2015-06-01,present,technical engineer,pune,m,1993-01-24,76.0,state board,2009,89.8,state board,272,2,B.Tech/B.E.,computer science & engineering,62.0,272,0,Punjab,2015,595,530,630,-1.0,-1,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.01,-0.2344,0.8637,330000
1206204,2014-02-01,2015-04-01 00:00:00,system engineer,Bangalore,m,1992-04-08,77.6,cbse,2010,77.4,cbse,6874,2,B.Tech/B.E.,computer science & engineering,72.0,6874,0,Uttarakhand,2014,630,520,355,0.842248322257836,645,-1,469,-1,-1,-1,-1,-1.1644,-1.1196,-0.9122,-0.1076,-0.6692,325000
123487,2011-01-01,2015-04-01 00:00:00,software developer,Mumbai,f,1989-07-11,82.13,maharashtra board,2006,78.5,maharashtra board,1277,2,B.Tech/B.E.,information technology,62.13,1277,1,Maharashtra,2010,755,625,665,0.930370607202691,565,-1,-1,-1,-1,-1,-1,-0.4173,-0.1232,-1.0697,0.4148,0.6603,630000
927386,2015-01-01,2015-04-01 00:00:00,java software engineer,Bangalore,m,1990-06-24,72.8,state board,2008,80.2,state board,5015,2,MCA,computer application,78.5,5015,0,Andhra Pradesh,2014,440,415,560,0.276047228046856,345,-1,-1,-1,-1,-1,-1,1.4208,0.8784,2.1617,-0.995,0.8637,120000
1218810,2014-03-01,2015-01-01 00:00:00,software engineer,Noida,m,1992-05-26,76.0,cbse,2009,68.2,cbse,8160,2,B.Tech/B.E.,electronics and communication engineering,70.0,8160,0,Haryana,2013,615,485,525,-1.0,445,-1,407,-1,-1,-1,-1,1.2772,0.8784,0.4711,-0.1076,0.8637,205000
536794,2013-08-01,present,software engineer,Pune,f,1992-03-18,88.8,0,2009,79.8,0,124,2,B.Tech/B.E.,computer engineering,86.76,124,0,Orissa,2013,615,545,575,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-0.1082,0.8128,-0.0537,0.6498,-0.0506,450000
724092,2014-01-01,present,application developer,-1,m,1990-03-23,82.4,cbse,2008,71.3,cbse,7000,2,B.Tech/B.E.,telecommunication engineering,72.6,7000,1,Karnataka,2013,595,580,635,0.655766942617211,485,-1,-1,-1,-1,366,-1,-0.0154,0.7119,0.1637,-0.1076,1.2121,350000
991139,2014-10-01,present,software engineer,bangalore,m,1992-10-23,75.0,state board,2010,71.6,state board,16092,2,B.Tech/B.E.,computer science & engineering,68.75,16092,0,Andhra Pradesh,2014,290,485,310,0.744758354008939,435,-1,438,-1,-1,-1,-1,1.4208,0.2124,0.9322,-1.5021,1.247,320000
259792,2011-05-01,2013-01-01 00:00:00,software engineer,chennai,m,1988-05-21,79.8,0,2006,74.5,0,4408,2,B.Tech/B.E.,computer engineering,74.3,4408,0,Tamil Nadu,2010,255,365,315,0.0422231310972419,225,-1,-1,-1,-1,-1,-1,-0.2628,-1.2153,-0.344,1.1199,-1.5513,120000
1034769,2014-04-01,2014-04-01 00:00:00,system engineer,KOLKATA,m,1990-11-03,76.8,state board,2009,83.6,state board,2066,2,B.Tech/B.E.,information technology,84.8,2066,1,West Bengal,2013,665,570,690,0.842248322257836,395,-1,469,-1,-1,-1,-1,-1.0208,-0.7866,-1.2196,0.2727,-0.8608,290000
337880,2013-04-01,present,programmer analyst,Coimbatore,f,1989-03-04,87.8,0,2006,73.83,0,3076,2,MCA,computer application,88.0,3076,0,Tamil Nadu,2012,345,475,345,0.843123726665742,515,-1,-1,-1,-1,-1,-1,1.59199999999999,1.0858,-0.8157,-1.58287,0.3444,315000
295307,2012-07-01,2013-10-01 00:00:00,software engineer,New Delhi,m,1987-09-06,60.14,biharboard,2007,66.0,upboard,2819,2,B.Tech/B.E.,computer engineering,67.0,2819,0,Uttar Pradesh,2011,295,365,615,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.1082,-0.2793,-1.7954,1.0024,-0.4455,135000
757456,2012-11-01,2013-04-01 00:00:00,software test engineer,-1,m,1984-06-05,62.0,state board,2004,64.0,state board,315,2,MCA,computer application,72.0,315,1,Karnataka,2012,415,485,445,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.7081,0.7119,0.7785,-0.3612,-0.6692,330000
133428,2010-11-01,2012-05-01 00:00:00,java software engineer,Bangalore,m,1988-02-15,64.0,0,2004,53.0,0,6953,2,B.Tech/B.E.,computer engineering,74.5,6953,0,West Bengal,2010,465,625,625,0.670743151433127,455,-1,-1,-1,-1,-1,-1,1.7465,0.8128,1.2525,-0.4078,0.6603,360000
1089747,2014-03-01,2015-04-01 00:00:00,project engineer,Bangalore,m,1988-01-20,62.86,certificate of middle years program of ib,2007,69.04,international baccalaureate (ib) diploma,1744,2,MCA,computer application,76.67,1744,0,Uttar Pradesh,2013,630,580,330,0.98374996654107,635,-1,-1,-1,-1,-1,-1,0.7027,0.2124,-1.2196,-0.8682,0.6721,315000
1267511,2014-11-01,2014-12-01 00:00:00,java software engineer,Tirunelvelli,m,1989-10-21,72.0,state board,2008,68.0,state board,883,2,MCA,computer application,70.0,883,0,Tamil Nadu,2015,315,395,320,0.356536487724475,495,-1,346,-1,-1,-1,-1,-0.5899,-0.6201,-0.1437,0.0192,-2.0105,105000
338410,2013-04-01,2014-12-01 00:00:00,network engineer,Bhopal,m,1992-06-02,75.0,cbse,2009,70.0,cbse,11637,2,B.Tech/B.E.,computer engineering,72.0,11637,0,Madhya Pradesh,2013,495,605,545,0.356536487724475,425,-1,346,-1,-1,-1,-1,-0.6491,0.5008,0.5269,0.53233,0.6603,200000
927081,2014-07-01,present,software developer,New Delhi,m,1991-12-01,83.0,cbse,2009,76.0,cbse,10971,2,B.Tech/B.E.,computer engineering,65.0,10971,0,Uttar Pradesh,2014,545,385,470,0.23780283983757,135,-1,315,-1,-1,-1,-1,-0.8772,0.7119,1.0859,-0.995,1.0554,250000
302743,2012-02-01,2015-04-01 00:00:00,qa engineer,Pune,f,1989-11-27,84.0,maharashtra,2007,71.83,maharashtra,11583,2,B.Tech/B.E.,electronics engineering,61.32,11583,0,Maharashtra,2011,495,535,425,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-0.880999999999999,0.9688,0.5269,-0.9953,0.9763,410000
277189,2011-11-01,2014-12-01 00:00:00,software developer,Noida,m,1988-02-14,53.0,0,2004,61.0,0,66,2,MCA,computer application,64.0,66,0,Uttar Pradesh,2011,355,325,535,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.6646,-0.7473,1.1074,0.1798,0.3444,340000
872382,2014-07-01,present,systems engineer,Chennai,m,1991-04-30,86.6,cbse,2009,73.2,cbse,347,2,B.Tech/B.E.,information technology,75.0,347,0,Uttar Pradesh,2014,640,545,605,0.842248322257836,435,-1,469,-1,-1,-1,-1,-1.5953,-0.9531,0.01,0.7798,0.4805,325000
831825,2015-03-01,present,associate engineer,Chennai,m,1992-09-02,73.4,state board,2010,74.4,state board,492,2,B.Tech/B.E.,computer science & engineering,61.2,492,1,Telangana,2014,650,440,445,0.486747008438193,375,-1,376,-1,-1,-1,-1,-0.5899,-1.6191,-0.7585,-0.4879,-3.3518,315000
435062,2013-10-01,present,assistant engineer,Neemrana,m,1990-09-21,71.1,rajasthan board,2009,71.01,state board of technical eduction panchkula,186,2,B.Tech/B.E.,mechanical engineering,69.0,186,0,Haryana,2012,475,455,575,0.714529363243447,-1,-1,-1,435,-1,-1,-1,0.2009,0.2668,0.163999999999999,0.4148,0.0284,255000
898295,2014-07-01,2015-01-01 00:00:00,data analyst,-1,m,1992-11-26,76.0,cbse,2010,71.0,cbse,7626,2,B.Tech/B.E.,information technology,68.8,7626,0,Uttar Pradesh,2014,555,585,470,0.486747008438193,335,-1,376,-1,-1,-1,-1,-1.4517,-0.9531,-1.2196,0.2727,-1.244,180000
1063638,2014-02-01,present,software engineer,Chandigarh,m,1992-02-03,72.0,state board,2009,53.0,cbse,13964,2,B.Tech/B.E.,computer science & engineering,73.5,13964,0,Punjab,2013,465,420,500,0.356536487724475,475,-1,346,-1,-1,-1,-1,0.1282,0.3789,0.3174,-0.7415,0.6721,360000
592952,2014-03-01,2014-06-01 00:00:00,system engineer,Mysore,f,1991-11-27,80.0,cbse,2009,90.0,board of intermediate(bie),8818,2,B.Tech/B.E.,electronics and communication engineering,79.0,8818,1,Telangana,2013,465,410,530,0.824666400671332,-1,400,-1,-1,-1,366,-1,0.7027,0.7119,-3.3713,0.2727,0.4805,250000
989860,2014-08-01,present,software engineer,Mangalore,m,1992-02-13,90.8,state board,2010,90.1,state board,12832,2,B.Tech/B.E.,computer science & engineering,67.7,12832,0,Karnataka,2014,525,530,595,0.486747008438193,485,-1,376,-1,-1,-1,-1,-0.3027,0.7119,-0.2974,1.1601,-0.4776,250000
644037,2014-01-01,present,software engineer,Hyderabad,m,1991-04-20,80.6,cbse,2008,63.0,cbse,462,2,B.Tech/B.E.,electronics and communication engineering,72.58,462,1,Karnataka,2013,640,545,515,0.824666400671332,405,400,-1,-1,-1,473,-1,0.4155,-0.7866,0.1637,-0.7415,0.4805,300000
1279886,2014-12-01,present,junior engineer product support,Noida,f,1991-12-08,81.0,cbse,2010,78.0,cbse,4450,2,B.Tech/B.E.,electronics and communication engineering,65.0,4450,0,Uttar Pradesh,2014,630,520,545,0.493596387301038,495,324,-1,-1,-1,-1,-1,1.2772,0.8784,1.547,-0.8682,-0.2859,170000
814349,2015-04-01,present,it recruiter,Noida,m,1991-02-08,68.0,cbse,2010,67.0,cbse,13210,2,B.Tech/B.E.,electronics and communication engineering,61.72,13210,0,Uttar Pradesh,2014,450,465,470,0.881620069530177,-1,420,-1,-1,-1,-1,-1,0.4155,0.5454,-0.4511,-1.6289,0.8637,120000
715228,2013-01-01,2015-04-01 00:00:00,systems engineer,Mumbai,m,1991-08-06,82.8,state board,2008,73.11,state board,2766,2,B.Tech/B.E.,electronics and communication engineering,71.81,2766,0,Madhya Pradesh,2012,510,495,340,0.538386892985096,-1,333,-1,-1,-1,-1,-1,1.5644,0.7119,-0.9122,-2.5163,-0.6692,405000
722915,2013-11-01,present,software engineer,-1,m,1991-12-02,89.23,state board,2009,88.0,state board,6189,2,B.Tech/B.E.,electronics & telecommunications,75.2,6189,1,Maharashtra,2013,685,620,750,0.910770164246022,-1,433,-1,-1,-1,-1,-1,-0.8772,-1.2861,0.7785,-0.3612,-0.8608,400000
1274508,2014-09-01,present,software developer,New Delhi,m,1990-12-08,74.5,cbse,2009,61.2,cbse,23,2,B.Tech/B.E.,computer science & engineering,68.9,23,0,Uttar Pradesh,2013,420,530,415,0.486747008438193,535,-1,376,-1,-1,-1,-1,1.9953,1.0449,1.2396,-1.7556,0.4805,280000
349849,2013-03-01,2015-04-01 00:00:00,senior business analyst,Hyderabad,m,1989-07-14,78.3,0,2006,63.8,0,2162,2,MCA,computer application,72.0,2162,1,Telangana,2012,465,335,365,0.308400582860308,355,-1,-1,-1,-1,-1,-1,-1.4992,-0.2012,0.2729,0.4148,-0.2875,240000
1281863,2015-05-01,present,software engineer,Chennai,m,1993-09-14,89.0,state board,2011,95.7,state board,12941,2,B.Tech/B.E.,computer science & engineering,72.0,12941,0,Andhra Pradesh,2015,545,530,495,0.744758354008939,425,-1,438,-1,-1,-1,-1,-0.3027,0.7119,0.4711,0.3995,-0.6692,300000
707121,2013-12-01,present,software engineer,Bangalore,m,1992-05-03,81.6,state board,2009,85.4,state board,13741,2,B.Tech/B.E.,information technology,63.79,13741,0,Andhra Pradesh,2013,395,485,445,0.356536487724475,375,-1,346,-1,-1,-1,-1,-1.1644,-1.1196,-1.8344,-0.4879,-3.735,345000
1007216,2014-09-01,2015-05-01 00:00:00,programmer analyst,Chennai,f,1992-10-15,86.2,cbse,2010,84.3,state board,4609,2,B.Tech/B.E.,electronics and communication engineering,72.6,4609,1,Tamil Nadu,2014,535,590,430,0.338786347219528,325,292,-1,-1,-1,-1,-1,1.2772,-0.2871,-0.2974,-1.6289,0.0973,300000
514541,2012-05-01,2014-02-01 00:00:00,quality analyst,Gurgaon,f,1988-08-23,84.0,cbse,2006,71.0,cbse,2528,2,B.Tech/B.E.,electronics and communication engineering,73.5,2528,0,Uttar Pradesh,2012,535,460,340,0.985461394326131,325,500,-1,-1,-1,-1,-1,0.3555,0.1888,0.672,0.8848,-0.406,200000
805128,2013-06-01,2015-04-01 00:00:00,software engineer,Bangalore,f,1989-10-08,74.0,state board,2008,76.44,state board,3238,2,B.Tech/B.E.,information technology,70.0,3238,0,Madhya Pradesh,2012,475,535,530,0.843123726665742,515,-1,-1,-1,-1,-1,-1,1.7081,1.2114,1.3933,0.5262,0.4805,305000
182636,2011-08-01,2012-04-01 00:00:00,android developer,Gurgaon,f,1990-06-15,79.4,cbse,2007,83.2,cbse,429,2,B.Tech/B.E.,information technology,83.54,429,0,Uttar Pradesh,2011,525,565,605,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,-0.1988,-0.0552,1.2923,180000
549816,2013-01-01,2015-04-01 00:00:00,junior software engineer,Ahmedabad ,f,1991-08-04,85.0,ssc,2009,84.17,state board of technical education and training,4032,2,B.Tech/B.E.,electronics and communication engineering,69.98,4032,0,Andhra Pradesh,2012,495,615,494,0.910770164246022,465,433,-1,-1,-1,-1,-1,0.5591,-0.2871,0.4711,-1.7556,-0.6692,330000
1262846,2014-10-01,present,system engineer,Bangalore,f,1992-04-29,93.44,state board,2010,86.0,state board,1140,2,B.Tech/B.E.,electronics and communication engineering,79.95,1140,1,Karnataka,2014,745,545,500,0.881620069530177,415,420,-1,-1,-1,-1,-1,0.8463,-0.1206,0.7785,-0.8682,0.0973,325000
984667,2015-05-01,2015-07-01 00:00:00,technical writer,Noida,m,1993-11-16,74.5,cbse,2010,62.0,cbse,387,2,B.Tech/B.E.,mechanical engineering,63.82,387,0,Uttar Pradesh,2015,615,470,560,0.459015840492937,-1,-1,-1,376,-1,-1,-1,0.2718,0.7119,-0.4511,0.653,0.4805,60000
113081,2013-12-01,present,software engineer,Noida,m,1989-02-14,74.0,secondary education board of rajasthan,2006,72.0,secnior secondary education board of rajasthan,2093,2,M.Tech./M.E.,information technology,72.7,2093,0,Uttar Pradesh,2013,415,485,545,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.4173,0.5008,1.1074,-0.0552,-0.4455,445000
556005,2014-07-01,2015-05-01 00:00:00,software engineer,Bangalore,m,1991-11-01,92.0,karnataka,2009,72.0,karnataka sslc,10209,2,B.Tech/B.E.,computer engineering,66.0,10209,1,Karnataka,2013,500,440,500,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-2.457,-0.9531,-0.7585,0.9066,0.0973,300000
897769,2014-07-01,present,software engineer,Bangalore,m,1992-10-27,82.56,state board,2010,81.66,state board,1866,2,B.Tech/B.E.,telecommunication engineering,73.56,1866,1,Karnataka,2014,520,525,455,0.655766942617211,-1,356,-1,-1,-1,366,-1,-0.4463,-0.6201,0.1637,1.0333,1.0554,400000
806067,2014-01-01,2014-12-01 00:00:00,business analyst,dehradun,m,1990-04-02,58.0,state board,2007,63.0,state board,11759,2,MCA,computer application,55.0,11759,0,Uttarakhand,2014,265,340,265,0.165633091512476,305,-1,-1,-1,-1,-1,-1,-0.4463,-0.9531,0.01,1.2869,-1.0524,125000
897369,2014-07-01,2015-05-01 00:00:00,software engineer,Bangalore,m,1992-10-22,76.0,state board,2010,69.0,state board,2045,2,B.Tech/B.E.,computer science & engineering,67.1,2045,1,Karnataka,2014,485,415,455,0.0409993103614119,555,-1,223,-1,-1,-1,-1,-0.7335,-0.1206,0.3174,0.7798,-0.2859,400000
841260,2014-03-01,present,research associate,Hyderabad,m,1990-07-16,77.4,state board,2007,88.1,state board,8970,2,B.Tech/B.E.,computer science & engineering,65.61,8970,1,Telangana,2011,580,595,720,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.2632,1.5081,0.2113,-1.3255,-0.0844,330000
708034,2013-09-01,present,quality associate,Bangalore,m,1990-12-20,65.0,cbse,2008,70.4,cbse,10266,2,B.Tech/B.E.,instrumentation engineering,58.13,10266,1,Karnataka,2013,615,620,545,0.0957537630042686,315,-1,-1,-1,-1,-1,-1,-0.8772,-0.1206,0.1637,1.2869,1.247,260000
918908,2014-10-01,2014-08-01 00:00:00,business development manager,Noida,f,1995-01-10,60.0,state board,2010,73.0,state board,6408,2,B.Tech/B.E.,electronics and communication engineering,75.16,6408,0,Uttar Pradesh,2014,450,555,500,-1.0,-1,-1,-1,-1,-1,-1,-1,1.2772,-1.1196,0.01,0.9066,0.4805,240000
1088577,2015-02-01,present,software test engineer,Hyderabad,m,1993-06-05,69.0,state board,2010,83.6,state board,1843,2,B.Tech/B.E.,computer science & engineering,66.23,1843,1,Telangana,2014,405,495,535,0.144789889482462,455,-1,284,-1,-1,-1,-1,1.2772,0.3789,-0.6048,0.1459,-0.4776,145000
509882,2013-02-01,present,software engineer,Bangalore,f,1991-05-04,76.2,cbse,2008,72.6,cbse,8954,2,B.Tech/B.E.,computer engineering,74.7,8954,0,Rajasthan,2012,510,665,455,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.1082,0.2668,-0.2714,0.2973,-0.9194,450000
489860,2014-03-01,2015-03-01 00:00:00,customer service representative,Bangalore,m,1991-08-17,71.0,matriculation,2008,73.0,matriculation,7160,2,B.Tech/B.E.,information technology,69.2,7160,0,Tamil Nadu,2013,360,435,120,0.356536487724475,375,300,346,-1,-1,-1,-1,0.3941,-0.1232,-0.6343,1.0611,-0.1295,120000
1066112,2014-11-01,2015-05-01 00:00:00,web developer,Chandigarh,f,1991-09-03,82.2,cbse,2010,68.8,cbse,14004,2,B.Tech/B.E.,electronics and communication engineering,74.0,14004,0,Himachal Pradesh,2014,580,545,390,0.207392169717661,375,260,-1,-1,-1,-1,-1,-0.5899,1.0449,0.9322,-0.7415,1.4386,180000
1088451,2014-02-01,present,software engineer,CHENNAI,m,1992-04-07,70.14,icse,2009,75.2,cbse,7814,2,B.Tech/B.E.,electronics and communication engineering,80.9,7814,0,Orissa,2013,650,615,525,-1.0,615,-1,-1,-1,-1,-1,-1,0.4155,0.5454,-0.6048,-0.995,-0.4776,250000
901346,2014-07-01,present,software quality assurance tester,bangalore,m,1992-09-14,92.4,cbse,2009,82.4,cbse,8811,2,B.Tech/B.E.,electronics and electrical engineering,71.16,8811,1,Karnataka,2014,590,525,705,0.661834475840071,315,-1,-1,-1,446,-1,-1,-1.7389,0.0459,-2.1418,0.9066,-0.8608,335000
214964,2011-08-01,2012-07-01 00:00:00,senior software engineer,Mumbai,f,1988-12-25,88.4,cbse,2006,79.2,cbse,332,1,B.Tech/B.E.,biotechnology,69.54,332,0,Punjab,2011,525,705,524,-1.0,-1,-1,-1,-1,-1,-1,-1,0.9737,-0.1232,-1.0697,1.5899,0.9763,315000
552531,2013-07-01,2015-04-01 00:00:00,engineer,Haridwar,m,1991-07-28,87.2,cbse,2009,87.0,cbse,13,1,B.Tech/B.E.,electronics and electrical engineering,74.62,13,1,Delhi,2013,675,640,825,0.960603251997053,495,466,-1,-1,-1,-1,-1,-1.8825,0.7119,0.1637,0.3995,-1.0524,420000
333406,2012-10-01,present,general manager,Lucknow,m,1990-09-11,73.0,icse,2008,70.0,icse,6434,2,B.Tech/B.E.,computer engineering,60.0,6434,0,Uttarakhand,2012,505,505,355,0.165633091512476,305,-1,-1,-1,-1,-1,-1,0.3941,1.2808,1.688,-0.08457,-0.2875,600000
639696,2013-11-01,present,graduate engineer trainee,Noida,f,1991-12-12,81.0,cbse,2009,76.0,cbse,350,2,B.Tech/B.E.,information technology,77.34,350,0,Uttar Pradesh,2013,440,535,485,0.282788144938598,-1,-1,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.1637,0.1459,0.2889,275000
262077,2011-09-01,2012-04-01 00:00:00,customer service representative,Hyderabad,m,1987-05-30,75.83,"icse board , new delhi",2007,62.0,"isc board , new delhi",2692,2,B.Tech/B.E.,computer engineering,71.0,2692,0,Orissa,2011,425,355,425,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.2628,0.3448,0.0914,-0.5253,0.1864,80000
63123,2011-10-01,2014-04-01 00:00:00,programmer analyst,Pune,m,1989-02-04,81.0,cbse,2007,86.0,cbse,255,2,B.Tech/B.E.,electronics and communication engineering,73.0,255,0,Uttar Pradesh,2011,415,375,565,0.124502074009537,445,233,-1,-1,-1,-1,-1,-0.4173,-1.0593,-0.1988,0.0623,0.3444,360000
416769,2014-02-01,present,systems engineer,-1,m,1990-04-15,83.66,cbse,2007,80.0,cbse,7765,2,B.Tech/B.E.,electronics and communication engineering,75.22,7765,0,Uttar Pradesh,2012,495,655,605,0.694479327708463,255,366,-1,-1,-1,-1,-1,1.5644,1.5444,1.2396,-1.3753,0.0973,325000
1073190,2015-01-01,present,executive assistant,Bangalore,f,1989-08-30,71.0,cbse,2009,68.0,icse,7869,2,B.Tech/B.E.,computer science & engineering,70.86,7869,0,Uttar Pradesh,2013,430,510,405,0.356536487724475,465,-1,346,-1,-1,-1,-1,1.5644,1.0449,0.3174,-1.8824,1.0554,215000
297430,2011-07-01,2014-03-01 00:00:00,software development engineer,Bangalore,m,1987-12-31,86.2,cbse,2006,60.2,cbse,3918,2,B.Tech/B.E.,information science engineering,65.2,3918,1,Karnataka,2011,545,505,695,0.884122511593735,535,-1,-1,-1,-1,-1,-1,1.4374,-0.2793,-0.6343,-2.0529,-0.6035,445000
1133460,2015-01-01,present,web developer,New Delhi,f,1993-09-16,71.6,cbse,2011,64.4,cbse,57,2,B.Tech/B.E.,information technology,71.02,57,0,Haryana,2015,475,520,485,0.486747008438193,405,-1,376,-1,-1,-1,-1,-1.4517,0.3789,-0.4511,1.9207,0.0973,95000
302687,2011-09-01,present,account executive,Thane,m,1989-07-28,79.86,sss pune,2007,78.16,hsc pune,1950,2,B.Tech/B.E.,electronics & telecommunications,58.26,1950,0,Maharashtra,2011,455,445,455,0.229481754911755,-1,266,-1,-1,-1,260,-1,-2.1175,-1.6833,1.1074,1.0024,-0.2875,445000
226015,2012-10-01,present,database developer,Pune,m,1990-09-17,87.3,0,2008,82.0,0,8099,2,B.Tech/B.E.,computer engineering,72.0,8099,0,Karnataka,2012,405,545,505,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.4173,-2.1513,0.2366,-0.2902,-1.2354,430000
345597,2012-12-01,2014-09-01 00:00:00,customer service representative,Bangalore,m,1990-08-17,77.7,cbse,2008,64.1,cbse,4889,2,B.Tech/B.E.,computer engineering,76.2,4889,1,Tamil Nadu,2012,475,385,405,0.377551419424541,375,-1,-1,-1,-1,-1,-1,-2.5811,-1.0593,-0.0537,1.11982999999999,-0.2875,105000
1203348,2014-05-01,2015-04-01 00:00:00,software development engineer,Bangalore,m,1991-03-25,81.25,state board,2009,75.85,state board,577,2,B.Tech/B.E.,computer science & engineering,81.0,577,1,West Bengal,2013,545,530,630,0.622642915849938,755,-1,407,-1,-1,-1,-1,0.5591,0.5454,0.4711,-0.6147,1.247,340000
822575,2014-10-01,2015-05-01 00:00:00,research engineer,Pune,m,1993-03-16,67.0,cbse,2010,76.0,state board,272,2,B.Tech/B.E.,mechanical engineering,72.63,272,0,Punjab,2014,500,440,445,0.829584599793067,345,-1,-1,469,-1,-1,-1,-2.0262,0.0459,0.3174,0.1459,0.2889,210000
113467,2011-01-01,2011-12-01 00:00:00,web developer,Bangalore,f,1984-12-18,64.0,0,2006,68.0,0,712,2,B.Tech/B.E.,electronics and communication engineering,61.0,712,0,Karnataka,2010,465,545,645,0.538386892985096,445,333,-1,-1,-1,-1,-1,1.1283,0.0328,0.2366,-1.8179,-1.2354,200000
618785,2014-04-01,2015-04-01 00:00:00,programmer analyst,Bangalore,m,1991-07-01,80.0,cbse,2008,77.0,cbse,11759,2,B.Tech/B.E.,electronics and communication engineering,75.0,11759,0,Uttarakhand,2013,545,555,765,0.824666400671332,-1,400,-1,-1,-1,206,-1,-2.8879,-4.2831,-3.2176,-1.1218,-5.4595,335000
1259889,2014-10-01,2015-03-01 00:00:00,system engineer,Mysore,m,1992-10-15,87.31,state board,2011,86.31,0,242,2,B.Tech/B.E.,mechanical engineering,72.1,242,0,Maharashtra,2014,640,625,390,0.409952199359665,325,-1,-1,-1,-1,-1,-1,-0.0154,0.2124,-0.1437,0.5262,-0.2859,325000
407197,2012-09-01,present,software engineer,-1,m,1987-12-21,75.71,"bseb,patna",2004,53.44,"biec,patna",1383,2,MCA,computer application,79.6,1383,0,Karnataka,2012,305,555,645,0.901489571371033,545,-1,-1,-1,-1,-1,-1,0.3941,0.1888,-0.0537,0.1798,0.0284,310000
